Order ID,Purchase Date,Ship Date,Returned,Return Date,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,SKU,Product Name,Category,Subcategory,Brand,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903028,10/2/24,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Normal,Card,NONE,No Promotion,C00291,Family,Gold,E0059,New Sales,P0107,SKU-100106,Local Household Eco,Grocery,Household,Local,1,24,36,0,3,0,36,36,24,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903232,10/2/24,10/7/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00229,Family,Silver,E0013,Corporate,P0090,SKU-100089,Samsung Appliances Premium,Home,Appliances,Samsung,1,655,864,69,119,60,864,795,655,140
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903257,10/2/24,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00894,Enterprise,Gold,E0057,Upgrades,P0135,SKU-100134,Local Kids Value (S),Clothing,Kids,Local,2,91,149,36,39,0,298,262,182,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903847,10/2/24,10/9/24,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Partner,Low,Wallet,NONE,No Promotion,C00550,Enterprise,None,E0042,Upgrades,P0102,SKU-100101,Samsung Tablets Basic,Electronics,Tablets,Samsung,4,1055,1772,0,567,45,7088,7088,4220,2868
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904387,10/2/24,10/4/24,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Card,NONE,No Promotion,C01024,Budget,None,E0051,New Sales,P0086,SKU-100085,Apple Tablets Air,Electronics,Tablets,Apple,4,1197,1644,197,510,60,6576,6379,4788,1591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904556,10/2/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00983,Family,Bronze,E0006,New Sales,P0101,SKU-100100,Tefal Kitchen Standard,Home,Kitchen,Tefal,3,794,1414,297,316,0,4242,3945,2382,1563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904696,10/2/24,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Normal,Card,NONE,No Promotion,C00448,Business,Bronze,E0058,Customer Care,P0173,SKU-100172,Google Phones Pro,Electronics,Phones,Google,2,458,544,33,158,0,1088,1055,916,139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900319,10/3/24,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Low,EFT,CLEARANCE15,Clearance 15%,C00640,Business,None,E0067,New Sales,P0142,SKU-100141,Logitech Accessories Max,Electronics,Accessories,Logitech,2,815,1212,364,165,0,2424,2060,1630,430
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900765,10/3/24,10/7/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C00964,Business,Silver,E0005,Corporate,P0008,SKU-100007,Local Men Eco (L),Clothing,Men,Local,3,44,59,21,12,80,177,156,132,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901141,10/3/24,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C00291,Family,Gold,E0036,Customer Care,P0031,SKU-100030,Samsung Phones Air,Electronics,Phones,Samsung,1,1011,1634,114,122,0,1634,1520,1011,509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901209,10/3/24,10/9/24,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,High,Wallet,CLEARANCE15,Clearance 15%,C00477,Budget,Bronze,E0005,Corporate,P0097,SKU-100096,Lenovo Laptops Air,Electronics,Laptops,Lenovo,3,1239,1655,745,338,60,4965,4220,3717,503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901631,10/3/24,10/6/24,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,Normal,Card,WEEKEND10,Weekend 10%,C00504,Family,Silver,E0002,Corporate,P0151,SKU-100150,LG Appliances Eco,Home,Appliances,LG,4,854,1122,673,572,0,4488,3815,3416,399
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901841,10/3/24,10/4/24,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Normal,Finance,BUNDLE12,Bundle 12%,C00707,Budget,None,E0068,Corporate,P0122,SKU-100121,Bosch Cleaning Eco,Home,Cleaning,Bosch,2,227,285,97,71,30,570,473,454,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902423,10/3/24,10/7/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,High,EFT,CLEARANCE15,Clearance 15%,C00523,Business,Silver,E0064,New Sales,P0077,SKU-100076,HP Laptops Pro,Electronics,Laptops,HP,1,631,930,140,63,80,930,790,631,159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902454,10/3/24,10/7/24,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Card,WEEKEND10,Weekend 10%,C00174,Family,None,E0016,Upgrades,P0100,SKU-100099,Anker Accessories Basic,Electronics,Accessories,Anker,1,813,1463,176,103,60,1463,1287,813,474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902732,10/3/24,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Low,Card,LOYALTY5,Loyalty 5%,C00768,Enterprise,None,E0065,Corporate,P0066,SKU-100065,Lenovo Laptops Plus,Electronics,Laptops,Lenovo,3,721,908,191,203,0,2724,2533,2163,370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902764,10/3/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,High,Card,CLEARANCE15,Clearance 15%,C00512,Family,Gold,E0007,Upgrades,P0163,SKU-100162,Russell Hobbs Kitchen Standard,Home,Kitchen,Russell Hobbs,2,766,1344,538,322,0,2688,2150,1532,618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902934,10/3/24,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00705,Business,None,E0049,Customer Care,P0077,SKU-100076,HP Laptops Pro,Electronics,Laptops,HP,2,631,930,186,134,0,1860,1674,1262,412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902941,10/3/24,,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,In-Store,Low,Card,WEEKEND10,Weekend 10%,C01028,Family,None,E0047,Corporate,P0025,SKU-100024,Local Household Eco,Grocery,Household,Local,2,18,33,8,5,0,66,58,36,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903551,10/3/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Low,EFT,BUNDLE12,Bundle 12%,C00426,Business,Bronze,E0010,New Sales,P0075,SKU-100074,Local Beverages Eco,Grocery,Beverages,Local,2,21,37,10,5,0,74,64,42,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904041,10/3/24,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Low,EFT,BUNDLE12,Bundle 12%,C00130,Student,Silver,E0053,Customer Care,P0130,SKU-100129,Local Beverages Value,Grocery,Beverages,Local,3,16,21,9,8,0,63,54,48,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904244,10/3/24,10/8/24,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Normal,Card,NONE,No Promotion,C00497,Student,Silver,E0048,Customer Care,P0053,SKU-100052,Bosch Cleaning Standard,Home,Cleaning,Bosch,1,1150,1447,0,217,45,1447,1447,1150,297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904280,10/3/24,10/6/24,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Wallet,NONE,No Promotion,C00298,Student,None,E0021,New Sales,P0072,SKU-100071,Lenovo Laptops Basic,Electronics,Laptops,Lenovo,1,1294,1564,0,235,30,1564,1564,1294,270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904629,10/3/24,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Low,Card,BUNDLE12,Bundle 12%,C00554,Business,Bronze,E0028,New Sales,P0071,SKU-100070,Local Beverages Standard,Grocery,Beverages,Local,1,21,26,4,3,0,26,22,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900118,10/4/24,10/10/24,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Low,Card,WEEKEND10,Weekend 10%,C00675,Budget,None,E0058,Customer Care,P0155,SKU-100154,Philips Cleaning Premium,Home,Cleaning,Philips,4,707,994,477,280,30,3976,3499,2828,671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900667,10/4/24,10/10/24,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C00627,Family,Bronze,E0048,Customer Care,P0150,SKU-100149,Samsung Appliances Standard,Home,Appliances,Samsung,1,854,1025,123,72,30,1025,902,854,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900913,10/4/24,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Card,NONE,No Promotion,C00981,Student,Silver,E0028,New Sales,P0123,SKU-100122,Samsung Phones Pro,Electronics,Phones,Samsung,4,402,528,0,169,0,2112,2112,1608,504
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900929,10/4/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Finance,NONE,No Promotion,C00649,Budget,Bronze,E0029,New Sales,P0150,SKU-100149,Samsung Appliances Standard,Home,Appliances,Samsung,2,854,1025,0,164,0,2050,2050,1708,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901096,10/4/24,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00936,Business,Gold,E0005,Corporate,P0085,SKU-100084,Local Kids Standard (L),Clothing,Kids,Local,1,60,73,12,5,0,73,61,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901380,10/4/24,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00171,Family,Bronze,E0065,Corporate,P0105,SKU-100104,Google Phones Max,Electronics,Phones,Google,4,1092,1312,262,399,0,5248,4986,4368,618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901471,10/4/24,10/11/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,EFT,BUNDLE12,Bundle 12%,C01090,Family,Silver,E0059,New Sales,P0173,SKU-100172,Google Phones Pro,Electronics,Phones,Google,1,458,544,65,38,45,544,479,458,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901704,10/4/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00074,Budget,Bronze,E0055,Corporate,P0015,SKU-100014,Philips Cleaning Premium,Home,Cleaning,Philips,3,995,1422,213,324,0,4266,4053,2985,1068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901977,10/4/24,10/10/24,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Normal,Cash,NONE,No Promotion,C00858,Budget,None,E0056,Corporate,P0092,SKU-100091,Apple Tablets Max,Electronics,Tablets,Apple,2,1837,2353,0,376,80,4706,4706,3674,1032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902121,10/4/24,10/11/24,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Normal,EFT,NONE,No Promotion,C00114,Budget,Silver,E0062,New Sales,P0102,SKU-100101,Samsung Tablets Basic,Electronics,Tablets,Samsung,1,1055,1772,89,252,30,1772,1683,1055,628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902275,10/4/24,,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,In-Store,Normal,EFT,LOYALTY5,Loyalty 5%,C00930,Student,Silver,E0007,Upgrades,P0047,SKU-100046,Bosch Cleaning Standard,Home,Cleaning,Bosch,2,774,1348,135,205,0,2696,2561,1548,1013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902442,10/4/24,10/5/24,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Normal,Cash,WEEKEND10,Weekend 10%,C00226,Student,None,E0016,Upgrades,P0044,SKU-100043,Philips Cleaning Standard,Home,Cleaning,Philips,3,131,182,55,74,0,546,491,393,98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904245,10/4/24,10/11/24,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,Online,Normal,Card,WEEKEND10,Weekend 10%,C01194,Budget,Bronze,E0064,New Sales,P0159,SKU-100158,Samsung Phones Max,Electronics,Phones,Samsung,2,498,704,183,98,60,1408,1225,996,229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904437,10/4/24,10/8/24,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,Partner,Normal,EFT,NONE,No Promotion,C00508,Business,Bronze,E0015,Customer Care,P0108,SKU-100107,Samsung Phones Max,Electronics,Phones,Samsung,2,1522,2184,0,349,0,4368,4368,3044,1324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904555,10/4/24,10/5/24,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,Online,Normal,Finance,NONE,No Promotion,C01151,Business,None,E0054,Corporate,P0118,SKU-100117,Apple Phones Air,Electronics,Phones,Apple,2,1036,1587,159,241,60,3174,3015,2072,943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904965,10/4/24,10/6/24,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Partner,Low,Card,NONE,No Promotion,C00410,Enterprise,Bronze,E0026,Customer Care,P0077,SKU-100076,HP Laptops Pro,Electronics,Laptops,HP,2,631,930,0,149,30,1860,1860,1262,598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900047,10/5/24,10/9/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Card,NONE,No Promotion,C00978,Family,None,E0030,Corporate,P0066,SKU-100065,Lenovo Laptops Plus,Electronics,Laptops,Lenovo,1,721,908,0,136,45,908,908,721,187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901076,10/5/24,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Low,Finance,LOYALTY5,Loyalty 5%,C00351,Student,None,E0026,Customer Care,P0092,SKU-100091,Apple Tablets Max,Electronics,Tablets,Apple,1,1837,2353,118,179,0,2353,2235,1837,398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901394,10/5/24,10/7/24,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Low,Finance,CLEARANCE15,Clearance 15%,C00820,Family,Bronze,E0038,Customer Care,P0102,SKU-100101,Samsung Tablets Basic,Electronics,Tablets,Samsung,2,1055,1772,602,441,45,3544,2942,2110,832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901960,10/5/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Low,Finance,CLEARANCE15,Clearance 15%,C00481,Family,Bronze,E0056,Corporate,P0048,SKU-100047,Local Household Eco,Grocery,Household,Local,1,11,15,3,2,0,15,12,11,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902567,10/5/24,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Wallet,CLEARANCE15,Clearance 15%,C00483,Business,Bronze,E0029,New Sales,P0026,SKU-100025,Local Women Standard (S),Clothing,Women,Local,1,129,155,23,11,0,155,132,129,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903063,10/5/24,10/9/24,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00989,Family,None,E0021,New Sales,P0041,SKU-100040,Local Men Value (S),Clothing,Men,Local,2,68,109,11,17,60,218,207,136,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903363,10/5/24,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,High,Card,LOYALTY5,Loyalty 5%,C00643,Budget,None,E0022,Customer Care,P0148,SKU-100147,Apple Tablets Max,Electronics,Tablets,Apple,4,1749,2303,461,700,0,9212,8751,6996,1755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903412,10/5/24,10/10/24,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Partner,High,EFT,LOYALTY5,Loyalty 5%,C00909,Family,Bronze,E0062,New Sales,P0074,SKU-100073,Local Women Standard (L),Clothing,Women,Local,1,60,86,4,12,60,86,82,60,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903432,10/5/24,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Low,EFT,NONE,No Promotion,C00132,Enterprise,None,E0029,New Sales,P0083,SKU-100082,Bosch Appliances Value,Home,Appliances,Bosch,3,731,1092,0,491,0,3276,3276,2193,1083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903456,10/5/24,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Normal,Finance,BUNDLE12,Bundle 12%,C00832,Budget,Silver,E0014,New Sales,P0157,SKU-100156,Local Household Premium,Grocery,Household,Local,1,15,28,4,4,0,28,24,15,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904419,10/5/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Wallet,NONE,No Promotion,C00921,Student,None,E0062,New Sales,P0167,SKU-100166,Belkin Accessories Plus,Electronics,Accessories,Belkin,4,510,848,68,266,0,3392,3324,2040,1284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904977,10/5/24,10/9/24,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,Normal,Card,NONE,No Promotion,C00273,Family,Silver,E0048,Customer Care,P0102,SKU-100101,Samsung Tablets Basic,Electronics,Tablets,Samsung,1,1055,1772,0,142,45,1772,1772,1055,717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900100,10/6/24,10/8/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C00845,Family,Silver,E0056,Corporate,P0096,SKU-100095,Belkin Accessories Plus,Electronics,Accessories,Belkin,4,1532,2221,1244,611,60,8884,7640,6128,1512
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900579,10/6/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00617,Business,Bronze,E0040,New Sales,P0052,SKU-100051,Local Women Premium (M),Clothing,Women,Local,1,113,149,12,11,0,149,137,113,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900676,10/6/24,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,EFT,NONE,No Promotion,C00931,Budget,Gold,E0063,Customer Care,P0156,SKU-100155,Anker Accessories Pro,Electronics,Accessories,Anker,4,1383,2280,0,730,0,9120,9120,5532,3588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900747,10/6/24,10/13/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C01176,Budget,None,E0026,Customer Care,P0077,SKU-100076,HP Laptops Pro,Electronics,Laptops,HP,2,631,930,260,128,45,1860,1600,1262,338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900978,10/6/24,10/10/24,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,Normal,Card,CLEARANCE15,Clearance 15%,C00098,Budget,None,E0010,New Sales,P0111,SKU-100110,Apple Phones Plus,Electronics,Phones,Apple,2,1827,2201,880,528,0,4402,3522,3654,-132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901091,10/6/24,10/11/24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Normal,Card,NONE,No Promotion,C01134,Business,None,E0009,New Sales,P0132,SKU-100131,Local Snacks Premium,Grocery,Snacks,Local,4,21,37,4,12,60,148,144,84,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901240,10/6/24,10/10/24,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00311,Family,Gold,E0054,Corporate,P0087,SKU-100086,Local Women Value (S),Clothing,Women,Local,3,89,131,31,54,0,393,362,267,95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901770,10/6/24,10/13/24,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Card,NONE,No Promotion,C00561,Family,None,E0069,New Sales,P0176,SKU-100175,Bosch Cleaning Premium,Home,Cleaning,Bosch,1,791,1366,0,205,45,1366,1366,791,575
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902129,10/6/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Low,Card,NONE,No Promotion,C00844,Family,None,E0021,New Sales,P0150,SKU-100149,Samsung Appliances Standard,Home,Appliances,Samsung,1,854,1025,0,154,0,1025,1025,854,171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902235,10/6/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Low,Card,CLEARANCE15,Clearance 15%,C00893,Budget,Bronze,E0051,New Sales,P0026,SKU-100025,Local Women Standard (S),Clothing,Women,Local,1,129,155,26,10,0,155,129,129,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902320,10/6/24,10/10/24,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,Finance,BUNDLE12,Bundle 12%,C00601,Business,Silver,E0017,New Sales,P0112,SKU-100111,Logitech Accessories Max,Electronics,Accessories,Logitech,2,1222,1667,467,229,30,3334,2867,2444,423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903421,10/6/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00615,Student,None,E0010,New Sales,P0158,SKU-100157,Local Household Value,Grocery,Household,Local,2,7,11,3,2,0,22,19,14,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903509,10/6/24,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,High,Card,CLEARANCE15,Clearance 15%,C00370,Family,Gold,E0054,Corporate,P0069,SKU-100068,Samsung Phones Basic,Electronics,Phones,Samsung,1,1931,2296,459,276,0,2296,1837,1931,-94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903595,10/6/24,10/12/24,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Low,Card,WEEKEND10,Weekend 10%,C00860,Business,None,E0040,New Sales,P0107,SKU-100106,Local Household Eco,Grocery,Household,Local,1,24,36,5,2,30,36,31,24,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903756,10/6/24,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C00869,Budget,None,E0022,Customer Care,P0031,SKU-100030,Samsung Phones Air,Electronics,Phones,Samsung,2,1011,1634,490,222,0,3268,2778,2022,756
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904389,10/6/24,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Low,Wallet,BUNDLE12,Bundle 12%,C00162,Family,Bronze,E0063,Customer Care,P0160,SKU-100159,Dyson Cleaning Value,Home,Cleaning,Dyson,1,1194,1420,213,97,0,1420,1207,1194,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904954,10/6/24,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Low,Card,LOYALTY5,Loyalty 5%,C00100,Enterprise,Bronze,E0013,Corporate,P0147,SKU-100146,Belkin Accessories Max,Electronics,Accessories,Belkin,1,1162,2056,103,156,0,2056,1953,1162,791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900272,10/7/24,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00535,Budget,Bronze,E0065,Corporate,P0042,SKU-100041,Local Beverages Value,Grocery,Beverages,Local,3,27,37,20,14,0,111,91,81,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
